movie_id,movie_title,release_year,director,actor
84,Oopiri,2016,Vamshi Paidipally,"nagarjuna_akkineni, jaya_sudha, Karthi, tamannaah_bhatia, prakash_raj"
85,Devadas,2018,Sriram Adittya,"nagarjuna_akkineni, Aakanksha Singh, nani, rashmika_mandanna, Naresh"
86,Kaliyuga Pandavulu,1986,K. Raghavendra Rao,"venkatesh_daggubaati, Chalapathi rao"
87,Brahma Puthrudu,1988,Dasari Narayana Rao,"venkatesh_daggubaati, Mohan babu, jaya_sudha"
88,Prema,1989,Suresh krishna,"venkatesh_daggubaati,brahmanandham, Chalapathi Rao"
89,Swarna Kamalam,1988,K. Viswanath,"venkatesh_daggubaati, bhanu_priya,brahmanandham"
90,Coolie No. 1,1991,K. Raghavendra Rao,"venkatesh_daggubaati, Tabu,brahmanandham, Mohan babu, kota_srinivasa_rao"
91,Chanti,1992,Ravi Raja Pinisetty,"venkatesh_daggubaati, Meena, kota_srinivasa_rao"
92,Kshana Kshanam,1991,Ram Gopal Varma,"venkatesh_daggubaati, Sridevi,brahmanandham, Hema"
93,Sundarakanda,1992,K. Raghavendra Rao,"venkatesh_daggubaati, Meena, kota_srinivasa_rao, Brahmananda"
94,Dharma Chakram,1996,Suresh krishna,"venkatesh_daggubaati, ramya_krishnan,brahmanandham"
95,Intlo Illalu Vantintlo Priyuralu,1996,E. V. V. satyanarayana,"venkatesh_daggubaati, Tabu, ramya_krishnan"
96,Ganesh,1998,Thirupathisamy,"venkatesh_daggubaati, Rambha,brahmanandham, kota_srinivasa_rao"
97,Kalisundam Raa,2000,Udayasankar,"venkatesh_daggubaati, Simran,brahmanandham, Srihari"
98,Nuvvu Naaku Nachav,2001,K. Vijaya Bhaskar,"venkatesh_daggubaati, Arti Agarwal, prakash_raj"
99,Malliswari,2004,K. Vijaya Bhaskar,"venkatesh_daggubaati, Katrina Kaif, Mukesh Rishi"
100,Gopala Gopala,2015,Kishore Kumar Pardasani,"venkatesh_daggubaati, pawan_kalyan_konidela, shriya_saran"
101,Rajakumarudu,1999,K. Raghavendra Rao,"mahesh_babu, Preity Zinta, Raghuvaran, kota_srinivasa_rao, Sudhakar"
102,Murari,2001,Krishna Vamsi,"mahesh_babu, Sonali Bendre, Sukumari, Kaikala satyanarayana, gollapudi_maruthi_rao"
103,Bobby,2002,Sobhan,"mahesh_babu, Aarthi Agarwal, prakash_raj, Ravi Babu, kota_srinivasa_rao"
104,Okkadu,2003,Gunasekhar,"mahesh_babu, Bhumika Chawla, Praksh raj, ms_narayana"
105,Athadu,2005,Trivikram Srinivas,"mahesh_babu, trisha_krishnan, Sonu Sood, prakash_raj, Nassar"
106,Pokiri,2006,Puri Jagannadh,"mahesh_babu, Ileana D'Cruz, prakash_raj, Nassar, Asish Vidyarthi"
107,Khaleja,2010,Trivikram Srinivas,"mahesh_babu, anushka_shetty, prakash_raj, Shafi,brahmanandham"
108,Businessman,2012,Puri Jagannadh,"mahesh_babu, kajal_aggarwal, prakash_raj, Nassar, Sayaji Shinde"
109,1: Nenokkadine,2014,Sukumar,"mahesh_babu, Kriti Sanon, Nassar, Pradeep Rawat, Kelly Dorji"
110,Srimanthudu,2015,Koratala Siva,"mahesh_babu, shruthi_hasaan, jagapathi_babu, rajendra_prasad, Sukanya"
111,Bharat Ane Nenu,2018,Koratala Siva,"mahesh_babu, kiara_advani, prakash_raj, R. Sarathkumar, Devaraj"
112,Seethamma Vakitlo Sirimalle Chettu,2013,srikanth Addala,"mahesh_babu, venkatesh_daggubaati, Anjali, samantha_ruth_prabhu Ruth Prabhu, prakash_raj"
113,Maharshi,2019,Vamshi Paidipally,"mahesh_babu, pooja_hegde, allari_naresh, jagapathi_babu, prakash_raj"
114,Sarileru Neekevvaru,2020,Anil Ravipudi,"mahesh_babu, rashmika_mandanna, vijayshanti, prakash_raj, rajendra_prasad"
115,Guntur Kaaram,2024,Trivikram Srinivas,"mahesh_babu, sreeleela, Jagapathi babu, prakash_raj,brahmanandham"
116,Akkada Ammayi Ikkada Abbayi,1996,E. V. V. satyanarayana,"pawan_kalyan_konidela, Supriya, K. Viswanath, Sarath Babu,brahmanandham"
117,Tholi Prema,1998,A. Karunakaran,"pawan_kalyan_konidela, Keerthi Reddy, venu_madhav, ali, Nagesh"
118,Thammudu,1999,P. A. Arun Prasad,"pawan_kalyan_konidela, Preeti Jhangiani, Aditi Govitrikar, Achyuth,brahmanandham"
119,Badri,2000,Puri Jagannadh,"pawan_kalyan_konidela, Amisha Patel, Renu Desai, prakash_raj, kota_srinivasa_rao"
120,Kushi,2001,S. J. Suryah,"pawan_kalyan_konidela, Bhumika Chawla, Sivaji, Mukesh Rishi, Nassar"
121,Gudumba Shankar,2004,Veera Shankar,"pawan_kalyan_konidela, Meera Jasmine, Ashutosh Rana, Mukesh Rishi,brahmanandham"
122,Balu,2005,A. Karunakaran,"pawan_kalyan_konidela, Neha Oberoi, prakash_raj, kota_srinivasa_rao,brahmanandham"
123,Jalsa,2008,Trivikram Srinivas,"pawan_kalyan_konidela, Ileana D'Cruz, Parvati Melton, Kamalinee Mukherjee, prakash_raj"
124,Panjaa,2011,Vishnuvardhan,"pawan_kalyan_konidela, Nikeesha Patel, Manoj Bajpayee, Charan Raj, ali"
125,Gabbar Singh,2012,Harish Shankar,"pawan_kalyan_konidela, shruthi_hasaan, Abhimanyu Singh, suhasini, ali"
126,Attarintiki Daredi,2013,Trivikram Srinivas,"pawan_kalyan_konidela, samantha_ruth_prabhu, Pranitha Subhash, Boman Irani, Nadhiya"
127,Gopala Gopala,2015,Kishore Kumar Pardasani,"pawan_kalyan_konidela, venkatesh_daggubaati, shriya_saran, Mithun Chakraborty, posani_krishna_murali"
128,Suswagatham,1998,Bhimaneni Srinivasa Rao,"pawan_kalyan_konidela, Devayani, kota_srinivasa_rao, ali,brahmanandham"
129,Vakeel Saab,2021,Venu Sriram,"pawan_kalyan_konidela, shruthi_hasaan, prakash_raj, Anjali"
130,Bro,2023,Samuthirakani,"pawan_kalyan_konidela, Sai Dharam tej, vennela_kishore"
131,Eeswar,2002,Jayanth C. Paranjee,"prabhas, Sridevi, Surekha Vani, Revathi"
132,Varsham,2004,Sobhan,"prabhas, trisha_krishnan, gopichand, sunil, prakash_raj"
133,Chatrapathi,2005,S. S. Rajamouli,"prabhas, shriya_saran, bhanu_priya, prakash_raj"
134,Pournami,2006,Prabhu Deva,"prabhas, trisha_krishnan, Charmy Kaur, Jaya Prakash Reddy"
135,Munna,2007,Vamshi Paidipally,"prabhas, Ileana D'Cruz, prakash_raj, kota_srinivasa_rao"
136,Bujjigadu,2008,Puri Jagannadh,"prabhas, trisha_krishnan, Mohan babu, sunil, Ms Narayana"
137,Billa,2009,Meher Ramesh,"prabhas, anushka_shetty, Namitha, Hansika Motwani"
138,Darling,2010,A. Karunakaran,"prabhas, kajal_aggarwal, Prabhu, Shraddha Das"
139,Mr. Perfect,2011,Dasaradh,"prabhas, kajal_aggarwal, Taapsee Pannu, Murali Sharma"
140,Mirchi,2013,Koratala Siva,"prabhas, anushka_shetty, Richa Gangopadhyay, satyaraj"
141,Baahubali: The Beginning,2015,S. S. Rajamouli,"prabhas, rana_daggubati, anushka_shetty, tamannaah_bhatia, ramya_krishnan, Sathyaraj"
142,Baahubali 2: The Conclusion,2017,S. S. Rajamouli,"prabhas, rana_daggubati, anushka_shetty, tamannaah_bhatia, ramya_krishnan, Sathyaraj"
143,Radhe Shyam,2022,Radha krishna Kumar,"prabhas, pooja_hegde, Bhagyashree, krishnam Raju, Sachin Khedekar, Murali Sharma"
144,Salaar: Part 1 - Ceasefire,2023,Prashanth Neel,"prabhas,Sriya Reddy, Sruthi haasan, Garuda Ram,brahmaji"
145,Kalki 2898 AD,2024,Nag Ashwin,"prabhas, Kamal haasan, Deepika padukone, Amitabh Bachchan, Bramhanandam"
146,Gangotri,2003,K. Raghavendra Rao,"allu_arjun, Aditi Agarwal, prakash_raj, Rajan P. Dev"
147,Arya,2004,Sukumar,"allu_arjun, Anu Mehta, shiva_balaji, Rajan P. Dev"
148,Happy,2006,A. Karunakaran,"allu_arjun, Genelia D'Souza, Manoj Bajpayee,brahmanandham"
149,Desamuduru,2007,Puri Jagannadh,"allu_arjun, Hansika Motwani, Pradeep Rawat, ali"
150,Arya 2,2009,Sukumar,"allu_arjun, kajal_aggarwal, Navdeep, Shraddha Das"
151,Vedam,2010,Krish Jagarlamuddi,"allu_arjun, anushka_shetty, Deeksha Seth, manchu_manoj, Lekha Washington, satyam_rajesh"
152,Julayi,2012,Trivikram Srinivas,"allu_arjun, Ileana D'Cruz, rajendra_prasad, Sonu Sood"
153,Iddarammayilatho,2013,Puri Jagannadh,"allu_arjun, Amala Paul, Catherine Tresa,brahmanandham"
154,Race Gurram,2014,Surendar Reddy,"allu_arjun, shruthi_hasaan, Saloni Aswani, Ravi Kishan"
155,S/O satyamurthy,2015,Trivikram Srinivas,"allu_arjun, samantha_ruth_prabhu, nitya_menen, Upendra"
156,Sarrainodu,2016,Boyapati Srinu,"allu_arjun, rakul_preeth_singh, Catherine Tresa, srikanth"
157,Bunny,2005,V. V. Vinayak,"allu_arjun, Gowri Munjal, prakash_raj, Mukesh Rishi"
158,Ala Vaikuntapurramulo,2020,Trivikram Srinivas,"allu_arjun, pooja_hegde, Tabu, Jayaram"
159,Pushpa: The Rise,2021,Sukumar,"allu_arjun, rashmika_mandanna, Fahadh Faasil, sunil, Rao Ramesh"
160,Pushpa 2: The Rule,2024,Sukumar,"allu_arjun, rashmika_mandanna, Fahadh Faasil, sunil, Rao Ramesh"
161,Chirutha,2007,Puri Jagannadh,"ram_charan, Neha Sharma, prakash_raj, Ashish Vidyarthi,brahmanandham"
162,Magadheera,2009,S.S. Rajamouli,"ram_charan, kajal_aggarwal, Dev Gill, Srihari, Sarath Babu"
163,Orange,2010,Bhaskar,"ram_charan, Genelia D'Souza, Shazahn Padamsee, prakash_raj,brahmanandham"
164,Rachcha,2012,Sampath Nandi,"ram_charan, tamannaah_bhatia, Ajmal Ameer, Paruchuri Venkateswara Rao,brahmanandham"
165,Naayak,2013,V.V. Vinayak,"ram_charan, kajal_aggarwal, Amala Paul, Pradeep Rawat,brahmanandham"
166,Thoofan,2013,Apoorva Lakhia,"ram_charan, Priyanka Chopra, Sanjay Dutt, prakash_raj, Mahie Gill"
167,Yevadu,2014,Vamsy Paidipally,"ram_charan, allu_arjun (special appearance), shruthi_hasaan, Amy Jackson, kajal_aggarwal"
168,Govindudu Andarivadele,2014,Krishna Vamsi,"ram_charan, kajal_aggarwal, srikanth, Kamalinee Mukherjee, prakash_raj"
169,Bruce Lee - The Fighter,2015,Sreenu Vaitla,"ram_charan, rakul_preeth_singh, Kriti Kharbanda, Arun Vijay,brahmanandham"
170,Dhruva,2016,Surender Reddy,"ram_charan, rakul_preeth_singh, Aravind Swamy, Navdeep, posani_krishna_murali"
171,Rangasthalam,2018,Sukumar,"ram_charan, samantha_ruth_prabhu, aadhi_pinisetty, jagapathi_babu, prakash_raj"
172,Vinaya Vidheya Rama,2019,Boyapati Srinu,"ram_charan, kiara_advani, Vivek Oberoi, Prashanth, Sneha"
173,RRR,2022,S.S. Rajamouli,"ram_charan, N.T. Rama Rao Jr., alia Bhatt, Ajay Devgn, Olivia Morris"
174,Toli Choopulone,2003,K. Ashok Kumar,"kalyan_ram, Sindhu Tolani, Siva Reddy, ali"
175,Abhimanyu,2004,P. A. Arun Prasad,"kalyan_ram, Diya, Siva Reddy,brahmanandham"
176,Athadu,2005,Trivikram Srinivas,"kalyan_ram, Sindhu Tolani, Ashish Vidyarthi, Sayaji Shinde"
177,Lakshmi Kalyanam,2007,Teja,"kalyan_ram, kajal_aggarwal, suhasini,brahmanandham"
178,Vijayadasami,2007,V. Samudra,"kalyan_ram, Kaveri Jha, Siva Reddy,brahmanandham"
179,Jayeebhava,2009,Naren Kondapati,"kalyan_ram, Hansika,brahmanandham,Raghu babu, ali"
180,Kalyanram Kathi,2010,Mallikarjun,"kalyan_ram, Shraddha Das, suhasini,brahmanandham"
181,Om 3D,2013,sunil Reddy,"kalyan_ram, Nikesha Patel,brahmanandham, Sayaji Shinde"
182,Pataas,2015,Anil Ravipudi,"kalyan_ram, Shruti Sodhi, Ashutosh Rana, Sai Kumar"
183,Ism,2016,Puri Jagannadh,"kalyan_ram, Jagapati Babu, Tanikella Bharani, vennela_kishore"
184,MLA (Manchi Lakshanalunna Abbayi),2018,Upendra Madhav,"kalyan_ram, kajal_aggarwal,brahmanandham"
185,Naa Nuvve,2018,Jayendra Panchapakesan,"kalyan_ram, tamannaah_bhatia, Tanikella Bharani, posani_krishna_murali"
186,118,2019,K. V. Guhan,"kalyan_ram, Shalini Pandey, nivetha_thomas, Nassar"
187,Bimbisara,2022,Mallidi Vassishta,"kalyan_ram, samyuktha_menon, prakash_raj"
188,Mukunda,2014,srikanth Addala,"varun_tej_konidela, pooja_hegde, prakash_raj, Rao Ramesh,brahmanandham"
189,Kanche,2015,Krish,"varun_tej_konidela, Pragya Jaiswal, Nikitin Dheer, Sathyaraj, gollapudi_maruthi_rao"
190,Loafer,2015,Puri Jagannadh,"varun_tej_konidela, Disha Patani, Revathi, posani_krishna_murali,brahmanandham"
191,Mister,2017,Sreenu Vaitla,"varun_tej_konidela, lavanya_tripathi, Hebah Patel, Nikitin Dheer, Nassar"
192,Fidaa,2017,Sekhar Kammula,"varun_tej_konidela, sai_pallavi, Sai Chand, Raja Chembolu, Saranya Pradeep"
193,Tholi Prema,2018,Venky Atluri,"varun_tej, raashii_khanna,priyadarsi"
194,Antariksham 9000 KMPH,2018,Sankalp Reddy,"varun_tej_konidela, Aditi Rao Hydari, lavanya_tripathi, satyadev Kancharana, Rahman"
195,Gaddalakonda Ganesh,2019,Harish Shankar,"varun_tej_konidela, Atharvaa, pooja_hegde, Mirnalini Ravi, brahmaji"
196,F3: Fun and Frustration,2022,Anil Ravipudi,"varun_tej_konidela,mehreen_pirzada,tamannaah_bhatia,venkatesh,sunil"
197,Ghani,2022,Kiran Korrapati,"varun_tej_konidela, Saiee Manjrekar, Upendra, Suniel Shetty, naveen_chandra"
198,Operation Valentine,2024,Shakti Pratap Singh Hada,"varun_tej_konidela, Navdeep, Manushi chhillar,ali"
199,Matka,2024,Karuna Kumar,"varun_tej_konidela,meenakshi_chaudhary,Naveen chandra"
200,F2: Fun and Frustration,2019,Anil Ravipudi,"varun_tej_konidela, venkatesh, tamannaah_bhatia,mehreen_pirzada, rajendra_prasad"
201,Jayam,2002,Teja,"nithiin, Sadha, gopichand, Siva Reddy"
202,Gunde Jaari Gallanthayyinde,2013,Vijay Kumar Konda,"nithiin, nitya_menen, Isha Talwar, ali"
203,Heart Attack,2014,Puri Jagannadh,"nithiin, Adah Sharma,brahmanandham, ali"
204,A Aa,2016,Trivikram Srinivas,"nithiin, samantha_ruth_prabhu, anupama_parameswaran, Nadhiya"
205,LIE (Love Intelligence Enmity),2017,Hanu Raghavapudi,"nithiin, Megha Akash, Arjun Sarja, Ravi Kishan"
206,Srinivasa Kalyanam,2018,Satish Vegesna,"nithiin, Hansika Motwani, Suneel,brahmanandham"
207,Bheeshma,2020,Venky Kudumula,"nithiin, rashmika_mandanna, vennela_kishore, Sampath Raj"
208,Chinnadana Nee Kosam,2014,A. Karunakaran,"nithiin, Mishti, Nassar, ali"
209,Ishq,2012,Vikram K. Kumar,"nithiin, nitya_menen, Ajay, sapthagiri"
210,Courier Boy Kalyan,2015,Prem Sai,"nithiin, Yami Gautam, Ashutosh Rana, Nassar"
211,Rang De,2021,Venky Atluri,"nithiin, keerthy_suresh, Naresh, Kausalya"
212,Chal Mohan Ranga,2018,krishna Chaitanya,"nithiin, Megha Akash, Madhunandan, Rao Ramesh"
213,Check,2021,Chandra Sekhar Yeleti,"nithiin,rakul_preeth_singh, Posani krishna murali, Murali sharma"
214,Macherla Niyojakavargam,2022,M. S. rajashekar Reddy,"nithiin, krithi_shetty, vennela_kishore, samuthirakani, rajendra_prasad"
215,Pilla Nuvvu Leni Jeevitham,2014,A.S. Ravi Kumar Chowdary,"sai_dharam_tej, regina_cassandra"
216,Supreme,2016,Anil Ravipudi,"sai_dharam_tej, raashii_khanna, rajendra_prasad"
217,Winner,2017,gopichand Malineni,"sai_dharam_tej, rakul_preeth_singh, jagapathi_babu"
218,Jawaan,2017,B.V.S.R. Ravi,"sai_dharam_tej, mehreen_pirzada, Prasanna"
219,Inttelligent,2018,V.V. Vinayak,"sai_dharam_tej, lavanya_tripathi, Nassar"
220,Tej I Love You,2018,A. Karunakaran,"sai_dharam_tej,anupama_parameswaran"
221,Chitralahari,2019,Kishore Tirumala,"sai_dharam_tej, Kalyani Priyadarshan, Nivetha Pethuraj"
222,Prati Roju Pandage,2019,Maruthi Dasari,"sai_dharam_tej, raashii_khanna, Sathyaraj"
223,Solo Brathuke So Better,2020,Subbu V. V.,"sai_dharam_tej, nabha_natesh, Rao Ramesh"
224,Republic,2021,Deva Katta,"sai_dharam_tej, Aishwarya Rajesh, jagapathi_babu"
225,Subramanyam for Sale,2015,Harish Shankar,"sai_dharam_tej, regina_cassandra, Suman"
226,Thikka,2016,sunil Reddy,"sai_dharam_tej, Mannara Chopra, Larissa Bonesi"
227,Virupaksha,2023,Karanam P. Babji,"sai_dharam_tej, samyuktha_menon, ravi krishna, sunil, brahmaji"
228,Nakshatram,2017,Krishna Vamsi,"sai_dharam_tej, sundeep_kishan, regina_cassandra, prakash_raj, brahmaji"
229,Bro,2023,Samuthirakani,"sai_dharam_tej, pawan_kalyan_konidela, Keitka Sharma, vennela_kishore"
230,Nuvvila,2011,Ravi Babu,"vijay_devarakonda, Yami Gautam, Tanikella Bharani, Ravi Babu"
231,Yevade Subramanyam,2015,Nag Ashwin,"vijay_devarakonda, nani, Malavika Nair, Ritu Varma, krishnam Raju"
232,Pelli Choopulu,2016,Tharun Bhascker Dhaassyam,"vijay_devarakonda, Ritu Varma, Nandu, priyadarshi_pulikonda, Abhay Bethiganti"
233,Dwaraka,2017,Srinivasa Ravindra,"vijay_devarakonda, Pooja Jhaveri, prakash_raj, Murali Sharma, prudhvi_raj"
234,Arjun Reddy,2017,Sandeep Reddy Vanga,"vijay_devarakonda, Shalini Pandey, Jia Sharma, Kanchana, Gopinath Bhat"
235,Geetha Govindam,2018,Parasuram,"vijay_devarakonda, rashmika_mandanna, rahul_ramakrishna, vennela_kishore"
236,Taxiwala,2018,Rahul Sankrityan,"vijay_devarakonda, Priyanka Jawalkar, Malavika Nair, Madhunandan, Ravi Varma"
237,Dear Comrade,2019,Bharat Kamma,"vijay_devarakonda, rashmika_mandanna, Shruti Ramachandran, Charuhasan, suhas"
238,World Famous Lover,2020,K. Kranthi Madhav,"vijay_devarakonda, raashii_khanna, Aishwarya Rajesh, Catherine Tresa, Izabelle Leite"
239,Liger,2022,Puri Jagannadh,"vijay_devarakonda, Ananya Panday, ramya_krishnan, Ronit Roy, Makarand Deshpande, Mike Tyson (special appearance)"
240,Kushi,2023,Shiva Nirvana,"vijay_devarakonda, samantha_ruth_prabhu, vennela_kishore, rahul_ramakrishna, ali"
241,The Family Star,2024,Parasuram,"vijay_devarakonda, mrunal_takur Thankur, jagapathi_babu, vennela_kishore "
242,NOTA,2018,Anand Shankar,"vijay_devarakonda, Nassar, mehreen_pirzada, priyadarshi_pulikonda, Rajendran"
243,Vishnu,2003,Shaji Kaila,"manchu_vishnu, Prema, ramya_krishnan,brahmanandham, ali"
244,Suryam,2004,G. Ram Prasad,"manchu_vishnu, Mohan babu, kota_srinivasa_rao, sunil, ms_narayana"
245,Dhee,2007,Srinu Vaitla,"manchu_vishnu, Genelia D'Souza, Srihari,brahmanandham, Supreeth"
246,Asthram,2006,Suresh krishna,"manchu_vishnu, anushka_shetty, Rahu babu"
247,Saleem,2014,Y.V.S. Chowdary,"manchu_vishnu, Ileana D'Cruz, mohan_babu, ali,brahmanandham"
248,Anukshanam,2014,Ram Gopal Varma,"manchu_vishnu, Madhu shalini, Navdeep,brahmanandham"
249,Dynamite,2015,Deva Katta,"manchu_vishnu, Pranitha Subash, Praveen"
250,Eedo Rakam Aado Rakam,2016,G. Nageswara Reddy,"manchu_vishnu,Raj Tarun, rajendra_prasad, Hebah Patel, vennela_kishore, sunil"
251,Luck Unnodu,2017,Raaja Kiran,"manchu_vishnu, Hansika, Mohan babu, vennela_kishore, posani_krishna_murali"
252,Voter,2019,G. Karthik Reddy,"manchu_vishnu, Surbhi, Nassar, posani_krishna_murali, brahmaji"
253,Mosagallu,2021,Jeffrey Gee Chin,"manchu_vishnu, Ruhi singh, kajal_aggarwal, venkatesh_daggubaati, "
254,Game,2006,Ramprasad G,"manchu_vishnu, Mohan babu,brahmanandham, sunil, posani_krishna_murali"
255,Denikaina Ready,2012,G. Nageswara Reddy,"manchu_vishnu, Hansika Motwani,brahmanandham, kota_srinivasa_rao"
256,Doosukeltha,2013,Veeru Potla,"manchu_vishnu, lavanya_tripathi,brahmanandham, ali"
257,Achari America Yatra,2018,G. Nageswara Reddy,"manchu_vishnu, Pragya Jaiswal,brahmanandham, kota_srinivasa_rao"
258,Ankusam,1989,Kodi Ramakrishna,"rajashekar, Jeevitha, Rami Reddy, babu_mohan"
259,Magaadu,1990,K. Madhu,"rajashekar, Jeevitha, Lissy, babu_mohan, ali"
260,Garuda Vega,2017,Praveen Sattaru,"rajashekar, Pooja Kumar, Pruthviraj, ali"
261,Kalki,2019,Prasanth Varma,"rajashekar, Adah Sharma, rahul_ramakrishna, Nandita Swetha, Siddu Jonnalagadda"
262,Maa Annayya,2000,Ravi Raja Pinisetty,"rajashekar, Meena, Maheswari, brahmaji"
263,Gorintaku,2008,V. R. Pratap,"rajashekar, Aarthi Agarwal, Meera Jasmine, venu_madhav, brahmaji"
264,Mahankali,2013,karthikeya_gummikonda,"rajashekar, Madhurima"
265,Evadithe Nakenti,2007,V. Samudra,"rajashekar, Samvrutha sunil, Raghuvaran, babu_mohan, Mumaith Khan"
266,satyameva Jeyathe,2009,Jeevitha,"rajashekar, Neetu Chandra, Sanjjanaa Galrani, Shivaji, raghu_babu, ali,brahmanandham"
267,Bharatasimha Reddy,2002,Nukaarapu Suryaprakashrao,"rajashekar, Meena, Gajala,brahmanandham, raghu_babu"
268,Aavesam,1994,Kodi Ramakrishna,"rajashekar, Nagma, Madhubala"
269,Simha Raasi,2001,V. Samudra,"rajashekar, Sakshi Shivanand,brahmanandham, ms_narayana, venu_madhav"
270,Neeku Naaku Pellanta,1988,Jandhyala,"rajashekar, Ashwini,brahmanandham, Chandramohan"
271,Manasunna Maraju,2000,Muthyala Subbaiah,"rajashekar, Laya, Rajitha,brahmanandham, kota_srinivasa_rao"
272,Papa kosam,1990,Dinesh Babu,"rajashekar, Shobana,brahmanandham, Nassar"
273,Alludu Seenu,2014,V. V. Vinayak,"bellamkonda_srinivas, samantha_ruth_prabhu, Bramhanandam, vennela_kishore, prakash_raj"
274,Speedunnodu,2016,Bhimaneni Srinivasa Rao,"bellamkonda_srinivas, Sonarika Bhadoria, ali, satya, posani_krishna_murali"
275,Jaya Janaki Nayaka,2017,Boyapati Srinu,"bellamkonda_srinivas, rakul_preeth_singh, jagapathi_babu"
276,Saakshyam,2018,Sriwass,"bellamkonda_srinivas, pooja_hegde, vennela_kishore"
277,Kavacham,2018,Sreenivas Mamilla,"bellamkonda_srinivas, kajal_aggarwal, posani_krishna_murali, satyam_rajesh"
278,Sita,2019,Teja,"bellamkonda_srinivas, kajal_aggarwal, Sonu Sood"
279,Rakshasudu,2019,Ramesh Varma,"bellamkonda_srinivas, anupama_parameswaran, Rajeev Kanakala"
280,Alludu Adhurs,2021,Santosh Srinivas,"bellamkonda_srinivas, nabha_natesh, anu_emmanuel, vennela_kishore, satya"
281,Amma Cheppindi,2006,G. Ram Prasad,"sharwanand, Shriya Reddy, suhasini, krishna_bhagavan"
282,Gamyam,2008,Krish Jagarlamudi,"sharwanand, Kamalinee Mukherjee, allari_naresh,brahmanandham"
283,Nuvva Nena,2012,P. Narayana,"sharwanand, shriya_saran, allari_naresh, ali,brahmanandham"
284,Run Raja Run,2014,Sujeeth,"sharwanand, Seerat Kapoor, adivi_sesh, vennela_kishore"
285,Malli Malli Idi Rani Roju,2015,Kranthi Madhav,"sharwanand, Nithya Menon, Nassar"
286,Express Raja,2016,Merlapaka Gandhi,"sharwanand, Surbhi, sapthagiri, prabhas Sreenu"
287,Radha,2017,Chandra Mohan,"sharwanand, lavanya_tripathi, kota_srinivasa_rao, sapthagiri, ali"
288,Mahanubhavudu,2017,Maruthi Dasari,"sharwanand, mehreen_pirzada, vennela_kishore"
289,Padi Padi Leche Manasu,2018,Hanusu Raghavapudi,"sharwanand, sai_pallavi, vennela_kishore, Priyadarshi, suhas"
290,Sathamanam Bhavati,2017,Satish Vegesna,"sharwanand, anupama_parameswaran, prakash_raj, jaya_sudha"
291,Ranarangam,2019,Sudheer Varma,"sharwanand, Kalyani Priyadarshan, kajal_aggarwal"
292,Jaanu,2020,C. Prem Kumar,"sharwanand, samantha_ruth_prabhu, vennela_kishore"
293,Sreekaram,2021,Kishor B,"sharwanand, priyanka_arul_mohan, satya, Naresh"
294,Aadavallu Meeku Johaarlu,2022,Tirumala Kishore,"sharwanand, rashmika_mandanna,brahmanandham, vennela_kishore, Khushbu Sundar"
295,Oke Oka Jeevitham,2022,Shree Karthick,"sharwanand, Ritu Varma, Amala Akkineni, vennela_kishore, Priyadarshi"
296,Prema Ishq Kaadhal,2013,Pavan Sadineni,"sree_vishnu, Ritu Varma, Vithika Sheru, satyam_rajesh, satya"
297,Maa Abbayi,2017,Kumar Vatti,"sree_vishnu, Chitra Shukla"
298,Mental Madhilo,2017,Vivek Athreya,"sree_vishnu, Nivetha Pethuraj, Amrutha Srinivasan"
299,Needi Naadi Oke Katha,2018,Venu Udugula,"sree_vishnu, Satna Titus, posani_krishna_murali"
300,Veera Bhoga Vasantha Rayalu,2018,R. Inndrasena,"sree_vishnu, shriya_saran, nara_rohit, sudheer_babu,"
301,Brochevarevarura,2019,Vivek Athreya,"sree_vishnu, nivetha_thomas, Nivetha Pethuraj, Priyadarshi, rahul_ramakrishna"
302,Thipparaa Meesam,2019,krishna Vijay,"sree_vishnu, Nikki Tamboli, Praveen"
303,Gaali Sampath,2021,Anish R. krishna,"sree_vishnu, Lovely Singh, rajendra_prasad, satya"
304,Raja Raja Chora,2021,Hasith Goli,"sree_vishnu, Sunaina, Megha Akash, Ravi Babu "
305,Arjuna Phalguna,2021,Teja Marni,"sree_vishnu, Amritha Aiyer, Naresh"
306,Alluri,2022,Pradeep Varma,"sree_vishnu, Kayadu Lohar, Tanikella Bharani, Suman"
307,Samajavaragamana,2023,Ram Abbaraju,"sree_vishnu, Reba Monica John, vennela_kishore, Sudharshan"
308,Om Bheem Bush,2024,Sree Harsha Konuganti,"sree_vishnu, Preity Mukhundhan, Priyadarshi, rahul_ramakrishna"
309,Swag,2024,Hasith Goli,"sree_vishnu, Ritu Varma, Meera Jasmine, sunil, Getup Srinu"
310,Zombie Reddy,2021,Prasanth Varma,"teja_sajja, Anandhi, Getup Srinu"
311,Ishq,2021,S. S. Raju,"teja_sajja, Priya Prakash Varrier, Leona Lishoy, Ravindra Vijay"
312,Adbhutham,2021,Mallik Ram,"teja_sajja, Shivani rajashekar"
313,Hanu-Man,2024,Prasanth Varma,"teja_sajja, Amritha Aiyer, vennela_kishore, Getup Srinu, satya"
314,Shiva Manasulo Shruti,2012,M. Rajesh,"sudheer_babu,, regina_cassandra, vennela_kishore"
315,Prema Katha Chitram,2013,J. Prabhakara Reddy,"sudheer_babu, Nanditha Raj, sapthagiri, Praveen"
